Date,Player,Country,Points
1975-04,Bevan Congdon,New Zealand,406
1975-04,Brijesh Patel,India,290
1975-04,David Lloyd,England,398
1975-04,Dennis Amiss,England,511
1975-04,Greg Chappell,Australia,494
1975-04,Ian Chappell,Australia,538
1975-04,John Edrich,England,334
1975-04,Keith Fletcher,England,521
1975-04,Ken Wadsworth,New Zealand,310
1975-04,Majid Khan,Pakistan,326
1975-04,Mike Denness,England,298
1975-04,Roy Fredericks,West Indies,300
1975-04,Tony Greig,England,419
1975-04,Zaheer Abbas,Pakistan,298
1975-05,Alan Knott,England,286
1975-05,Bevan Congdon,New Zealand,406
1975-05,Brijesh Patel,India,290
1975-05,David Lloyd,England,398
1975-05,Dennis Amiss,England,511
1975-05,Greg Chappell,Australia,494
1975-05,Ian Chappell,Australia,538
1975-05,John Edrich,England,334
1975-05,Keith Fletcher,England,521
1975-05,Ken Wadsworth,New Zealand,310
1975-05,Majid Khan,Pakistan,326
1975-05,Mike Denness,England,298
1975-05,Roy Fredericks,West Indies,300
1975-05,Tony Greig,England,419
1975-05,Zaheer Abbas,Pakistan,298
1975-06,Alan Knott,England,286
1975-06,Bevan Congdon,New Zealand,406
1975-06,Brijesh Patel,India,290
1975-06,David Lloyd,England,398
1975-06,Dennis Amiss,England,511
1975-06,Greg Chappell,Australia,494
1975-06,Ian Chappell,Australia,538
1975-06,John Edrich,England,334
1975-06,Keith Fletcher,England,521
1975-06,Ken Wadsworth,New Zealand,310
1975-06,Majid Khan,Pakistan,326
1975-06,Mike Denness,England,298
1975-06,Roy Fredericks,West Indies,300
1975-06,Tony Greig,England,419
1975-06,Zaheer Abbas,Pakistan,298
1975-07,Alan Turner,Australia,443
1975-07,Alvin Kallicharran,West Indies,532
1975-07,Bevan Congdon,New Zealand,398
1975-07,Chris Old,England,396
1975-07,Clive Lloyd,West Indies,398
1975-07,David Lloyd,England,390
1975-07,Dennis Amiss,England,645
1975-07,Glenn Turner,New Zealand,553
1975-07,Greg Chappell,Australia,544
1975-07,Ian Chappell,Australia,605
1975-07,Keith Fletcher,England,656
1975-07,Majid Khan,Pakistan,504
1975-07,Ross Edwards,Australia,467
1975-07,Roy Fredericks,West Indies,475
1975-07,Zaheer Abbas,Pakistan,465
1975-08,Alan Turner,Australia,443
1975-08,Alvin Kallicharran,West Indies,532
1975-08,Bevan Congdon,New Zealand,398
1975-08,Chris Old,England,396
1975-08,Clive Lloyd,West Indies,398
1975-08,David Lloyd,England,390
1975-08,Dennis Amiss,England,645
1975-08,Glenn Turner,New Zealand,553
1975-08,Greg Chappell,Australia,544
1975-08,Ian Chappell,Australia,605
1975-08,Keith Fletcher,England,656
1975-08,Majid Khan,Pakistan,504
1975-08,Ross Edwards,Australia,467
1975-08,Roy Fredericks,West Indies,475
1975-08,Zaheer Abbas,Pakistan,465
1975-09,Alan Turner,Australia,443
1975-09,Alvin Kallicharran,West Indies,532
1975-09,Bevan Congdon,New Zealand,398
1975-09,Chris Old,England,396
1975-09,Clive Lloyd,West Indies,398
1975-09,David Lloyd,England,390
1975-09,Dennis Amiss,England,645
1975-09,Glenn Turner,New Zealand,553
1975-09,Greg Chappell,Australia,544
1975-09,Ian Chappell,Australia,605
1975-09,Keith Fletcher,England,656
1975-09,Majid Khan,Pakistan,504
1975-09,Ross Edwards,Australia,467
1975-09,Roy Fredericks,West Indies,475
1975-09,Zaheer Abbas,Pakistan,465
1975-10,Alan Turner,Australia,443
1975-10,Alvin Kallicharran,West Indies,532
1975-10,Bevan Congdon,New Zealand,398
1975-10,Chris Old,England,396
1975-10,Clive Lloyd,West Indies,398
1975-10,David Lloyd,England,390
1975-10,Dennis Amiss,England,645
1975-10,Glenn Turner,New Zealand,553
1975-10,Greg Chappell,Australia,544
1975-10,Ian Chappell,Australia,605
1975-10,Keith Fletcher,England,656
1975-10,Majid Khan,Pakistan,504
1975-10,Ross Edwards,Australia,467
1975-10,Roy Fredericks,West Indies,475
1975-10,Zaheer Abbas,Pakistan,465
1975-11,Alan Turner,Australia,443
1975-11,Alvin Kallicharran,West Indies,532
1975-11,Bevan Congdon,New Zealand,398
1975-11,Chris Old,England,396
1975-11,Clive Lloyd,West Indies,398
1975-11,David Lloyd,England,390
1975-11,Dennis Amiss,England,645
1975-11,Glenn Turner,New Zealand,553
1975-11,Greg Chappell,Australia,544
1975-11,Ian Chappell,Australia,605
1975-11,Keith Fletcher,England,656
1975-11,Majid Khan,Pakistan,504
1975-11,Ross Edwards,Australia,467
1975-11,Roy Fredericks,West Indies,475
1975-11,Zaheer Abbas,Pakistan,465
1975-12,Alan Turner,Australia,443
1975-12,Alvin Kallicharran,West Indies,532
1975-12,Bevan Congdon,New Zealand,398
1975-12,Chris Old,England,396
1975-12,Clive Lloyd,West Indies,398
1975-12,David Lloyd,England,390
1975-12,Dennis Amiss,England,645
1975-12,Glenn Turner,New Zealand,553
1975-12,Greg Chappell,Australia,544
1975-12,Ian Chappell,Australia,605
1975-12,Keith Fletcher,England,656
1975-12,Majid Khan,Pakistan,504
1975-12,Ross Edwards,Australia,467
1975-12,Roy Fredericks,West Indies,475
1975-12,Zaheer Abbas,Pakistan,465
1976-01,Alan Turner,Australia,483
1976-01,Alvin Kallicharran,West Indies,563
1976-01,Bevan Congdon,New Zealand,398
1976-01,Chris Old,England,396
1976-01,Clive Lloyd,West Indies,429
1976-01,David Lloyd,England,390
1976-01,Dennis Amiss,England,645
1976-01,Glenn Turner,New Zealand,553
1976-01,Greg Chappell,Australia,582
1976-01,Ian Chappell,Australia,633
1976-01,Keith Fletcher,England,656
1976-01,Ken Wadsworth,New Zealand,386
1976-01,Majid Khan,Pakistan,504
1976-01,Roy Fredericks,West Indies,492
1976-01,Zaheer Abbas,Pakistan,465
1976-02,Alan Turner,Australia,483
1976-02,Alvin Kallicharran,West Indies,563
1976-02,Bevan Congdon,New Zealand,398
1976-02,Chris Old,England,396
1976-02,Clive Lloyd,West Indies,429
1976-02,David Lloyd,England,390
1976-02,Dennis Amiss,England,645
1976-02,Glenn Turner,New Zealand,553
1976-02,Greg Chappell,Australia,582
1976-02,Ian Chappell,Australia,633
1976-02,Keith Fletcher,England,656
1976-02,Ken Wadsworth,New Zealand,386
1976-02,Majid Khan,Pakistan,504
1976-02,Roy Fredericks,West Indies,492
1976-02,Zaheer Abbas,Pakistan,465
1976-03,Alvin Kallicharran,West Indies,563
1976-03,Bevan Congdon,New Zealand,442
1976-03,Chris Old,England,396
1976-03,Clive Lloyd,West Indies,429
1976-03,David Lloyd,England,390
1976-03,Dennis Amiss,England,645
1976-03,Doug Walters,Australia,384
1976-03,Glenn Turner,New Zealand,605
1976-03,Greg Chappell,Australia,582
1976-03,Ian Chappell,Australia,633
1976-03,Keith Fletcher,England,656
1976-03,Ken Wadsworth,New Zealand,432
1976-03,Majid Khan,Pakistan,504
1976-03,Roy Fredericks,West Indies,492
1976-03,Zaheer Abbas,Pakistan,465
1976-04,Alvin Kallicharran,West Indies,563
1976-04,Bevan Congdon,New Zealand,442
1976-04,Chris Old,England,396
1976-04,Clive Lloyd,West Indies,429
1976-04,David Lloyd,England,390
1976-04,Dennis Amiss,England,645
1976-04,Doug Walters,Australia,384
1976-04,Glenn Turner,New Zealand,605
1976-04,Greg Chappell,Australia,582
1976-04,Ian Chappell,Australia,633
1976-04,Keith Fletcher,England,656
1976-04,Ken Wadsworth,New Zealand,432
1976-04,Majid Khan,Pakistan,504
1976-04,Roy Fredericks,West Indies,492
1976-04,Zaheer Abbas,Pakistan,465
1976-05,Alvin Kallicharran,West Indies,563
1976-05,Bevan Congdon,New Zealand,442
1976-05,Chris Old,England,396
1976-05,Clive Lloyd,West Indies,429
1976-05,David Lloyd,England,390
1976-05,Dennis Amiss,England,645
1976-05,Doug Walters,Australia,384
1976-05,Glenn Turner,New Zealand,605
1976-05,Greg Chappell,Australia,582
1976-05,Ian Chappell,Australia,633
1976-05,Keith Fletcher,England,656
1976-05,Ken Wadsworth,New Zealand,432
1976-05,Majid Khan,Pakistan,504
1976-05,Roy Fredericks,West Indies,492
1976-05,Zaheer Abbas,Pakistan,465
1976-06,Alvin Kallicharran,West Indies,563
1976-06,Bevan Congdon,New Zealand,442
1976-06,Chris Old,England,396
1976-06,Clive Lloyd,West Indies,429
1976-06,David Lloyd,England,390
1976-06,Dennis Amiss,England,645
1976-06,Doug Walters,Australia,384
1976-06,Glenn Turner,New Zealand,605
1976-06,Greg Chappell,Australia,582
1976-06,Ian Chappell,Australia,633
1976-06,Keith Fletcher,England,656
1976-06,Ken Wadsworth,New Zealand,432
1976-06,Majid Khan,Pakistan,504
1976-06,Roy Fredericks,West Indies,492
1976-06,Zaheer Abbas,Pakistan,465
1976-07,Alvin Kallicharran,West Indies,563
1976-07,Bevan Congdon,New Zealand,442
1976-07,Chris Old,England,396
1976-07,Clive Lloyd,West Indies,429
1976-07,David Lloyd,England,390
1976-07,Dennis Amiss,England,645
1976-07,Doug Walters,Australia,384
1976-07,Glenn Turner,New Zealand,605
1976-07,Greg Chappell,Australia,582
1976-07,Ian Chappell,Australia,633
1976-07,Keith Fletcher,England,656
1976-07,Ken Wadsworth,New Zealand,432
1976-07,Majid Khan,Pakistan,504
1976-07,Roy Fredericks,West Indies,492
1976-07,Zaheer Abbas,Pakistan,465
1976-08,Alvin Kallicharran,West Indies,563
1976-08,Bevan Congdon,New Zealand,442
1976-08,Chris Old,England,396
1976-08,Clive Lloyd,West Indies,429
1976-08,David Lloyd,England,390
1976-08,Dennis Amiss,England,645
1976-08,Doug Walters,Australia,384
1976-08,Glenn Turner,New Zealand,605
1976-08,Greg Chappell,Australia,582
1976-08,Ian Chappell,Australia,633
1976-08,Keith Fletcher,England,656
1976-08,Ken Wadsworth,New Zealand,432
1976-08,Majid Khan,Pakistan,504
1976-08,Roy Fredericks,West Indies,492
1976-08,Zaheer Abbas,Pakistan,465
1976-09,Alvin Kallicharran,West Indies,555
1976-09,Bevan Congdon,New Zealand,442
1976-09,Chris Old,England,390
1976-09,Clive Lloyd,West Indies,532
1976-09,David Lloyd,England,384
1976-09,Dennis Amiss,England,654
1976-09,Glenn Turner,New Zealand,605
1976-09,Gordon Greenidge,West Indies,404
1976-09,Greg Chappell,Australia,582
1976-09,Ian Chappell,Australia,633
1976-09,Keith Fletcher,England,646
1976-09,Majid Khan,Pakistan,504
1976-09,Roy Fredericks,West Indies,450
1976-09,Vivian Richards,West Indies,554
1976-09,Zaheer Abbas,Pakistan,465
1976-10,Alvin Kallicharran,West Indies,555
1976-10,Bevan Congdon,New Zealand,442
1976-10,Chris Old,England,390
1976-10,Clive Lloyd,West Indies,532
1976-10,David Lloyd,England,384
1976-10,Dennis Amiss,England,654
1976-10,Glenn Turner,New Zealand,605
1976-10,Gordon Greenidge,West Indies,404
1976-10,Greg Chappell,Australia,582
1976-10,Ian Chappell,Australia,633
1976-10,Keith Fletcher,England,646
1976-10,Majid Khan,Pakistan,504
1976-10,Roy Fredericks,West Indies,450
1976-10,Vivian Richards,West Indies,554
1976-10,Zaheer Abbas,Pakistan,465
1976-11,Alvin Kallicharran,West Indies,555
1976-11,Bevan Congdon,New Zealand,440
1976-11,Chris Old,England,390
1976-11,Clive Lloyd,West Indies,532
1976-11,David Lloyd,England,384
1976-11,Dennis Amiss,England,654
1976-11,Glenn Turner,New Zealand,641
1976-11,Gordon Greenidge,West Indies,404
1976-11,Greg Chappell,Australia,582
1976-11,Ian Chappell,Australia,633
1976-11,Keith Fletcher,England,646
1976-11,Majid Khan,Pakistan,539
1976-11,Roy Fredericks,West Indies,450
1976-11,Vivian Richards,West Indies,554
1976-11,Zaheer Abbas,Pakistan,488
1976-12,Alvin Kallicharran,West Indies,555
1976-12,Bevan Congdon,New Zealand,440
1976-12,Chris Old,England,390
1976-12,Clive Lloyd,West Indies,532
1976-12,David Lloyd,England,384
1976-12,Dennis Amiss,England,654
1976-12,Glenn Turner,New Zealand,641
1976-12,Gordon Greenidge,West Indies,404
1976-12,Greg Chappell,Australia,582
1976-12,Ian Chappell,Australia,633
1976-12,Keith Fletcher,England,646
1976-12,Majid Khan,Pakistan,539
1976-12,Roy Fredericks,West Indies,450
1976-12,Vivian Richards,West Indies,554
1976-12,Zaheer Abbas,Pakistan,488
1977-01,Alvin Kallicharran,West Indies,555
1977-01,Bevan Congdon,New Zealand,440
1977-01,Chris Old,England,390
1977-01,Clive Lloyd,West Indies,532
1977-01,David Lloyd,England,384
1977-01,Dennis Amiss,England,654
1977-01,Glenn Turner,New Zealand,641
1977-01,Gordon Greenidge,West Indies,404
1977-01,Greg Chappell,Australia,582
1977-01,Ian Chappell,Australia,633
1977-01,Keith Fletcher,England,646
1977-01,Majid Khan,Pakistan,539
1977-01,Roy Fredericks,West Indies,450
1977-01,Vivian Richards,West Indies,554
1977-01,Zaheer Abbas,Pakistan,488
1977-02,Alvin Kallicharran,West Indies,555
1977-02,Bevan Congdon,New Zealand,440
1977-02,Chris Old,England,390
1977-02,Clive Lloyd,West Indies,532
1977-02,David Lloyd,England,384
1977-02,Dennis Amiss,England,654
1977-02,Glenn Turner,New Zealand,641
1977-02,Gordon Greenidge,West Indies,404
1977-02,Greg Chappell,Australia,582
1977-02,Ian Chappell,Australia,633
1977-02,Keith Fletcher,England,646
1977-02,Majid Khan,Pakistan,539
1977-02,Roy Fredericks,West Indies,450
1977-02,Vivian Richards,West Indies,554
1977-02,Zaheer Abbas,Pakistan,488
1977-03,Alvin Kallicharran,West Indies,555
1977-03,Bevan Congdon,New Zealand,440
1977-03,Chris Old,England,390
1977-03,Clive Lloyd,West Indies,532
1977-03,David Lloyd,England,384
1977-03,Dennis Amiss,England,654
1977-03,Glenn Turner,New Zealand,641
1977-03,Gordon Greenidge,West Indies,404
1977-03,Greg Chappell,Australia,582
1977-03,Ian Chappell,Australia,633
1977-03,Keith Fletcher,England,646
1977-03,Majid Khan,Pakistan,539
1977-03,Roy Fredericks,West Indies,450
1977-03,Vivian Richards,West Indies,554
1977-03,Zaheer Abbas,Pakistan,488
1977-04,Alvin Kallicharran,West Indies,580
1977-04,Bevan Congdon,New Zealand,440
1977-04,Chris Old,England,390
1977-04,Clive Lloyd,West Indies,578
1977-04,David Lloyd,England,384
1977-04,Dennis Amiss,England,654
1977-04,Glenn Turner,New Zealand,641
1977-04,Gordon Greenidge,West Indies,401
1977-04,Greg Chappell,Australia,582
1977-04,Ian Chappell,Australia,633
1977-04,Keith Fletcher,England,646
1977-04,Majid Khan,Pakistan,564
1977-04,Roy Fredericks,West Indies,488
1977-04,Vivian Richards,West Indies,584
1977-04,Zaheer Abbas,Pakistan,498
1977-05,Alvin Kallicharran,West Indies,580
1977-05,Bevan Congdon,New Zealand,440
1977-05,Chris Old,England,390
1977-05,Clive Lloyd,West Indies,578
1977-05,David Lloyd,England,384
1977-05,Dennis Amiss,England,654
1977-05,Glenn Turner,New Zealand,641
1977-05,Gordon Greenidge,West Indies,401
1977-05,Greg Chappell,Australia,582
1977-05,Ian Chappell,Australia,633
1977-05,Keith Fletcher,England,646
1977-05,Majid Khan,Pakistan,564
1977-05,Roy Fredericks,West Indies,488
1977-05,Vivian Richards,West Indies,584
1977-05,Zaheer Abbas,Pakistan,498
1977-06,Alvin Kallicharran,West Indies,580
1977-06,Bevan Congdon,New Zealand,440
1977-06,Chris Old,England,390
1977-06,Clive Lloyd,West Indies,578
1977-06,David Lloyd,England,384
1977-06,Dennis Amiss,England,654
1977-06,Glenn Turner,New Zealand,641
1977-06,Gordon Greenidge,West Indies,401
1977-06,Greg Chappell,Australia,582
1977-06,Ian Chappell,Australia,633
1977-06,Keith Fletcher,England,646
1977-06,Majid Khan,Pakistan,564
1977-06,Roy Fredericks,West Indies,488
1977-06,Vivian Richards,West Indies,584
1977-06,Zaheer Abbas,Pakistan,498
1977-07,Alvin Kallicharran,West Indies,580
1977-07,Bevan Congdon,New Zealand,440
1977-07,Chris Old,England,442
1977-07,Clive Lloyd,West Indies,578
1977-07,David Lloyd,England,379
1977-07,Dennis Amiss,England,694
1977-07,Derek Randall,England,376
1977-07,Glenn Turner,New Zealand,641
1977-07,Gordon Greenidge,West Indies,401
1977-07,Greg Chappell,Australia,677
1977-07,Ian Chappell,Australia,624
1977-07,Keith Fletcher,England,637
1977-07,Majid Khan,Pakistan,564
1977-07,Vivian Richards,West Indies,584
1977-07,Zaheer Abbas,Pakistan,498
1977-08,Alvin Kallicharran,West Indies,580
1977-08,Bevan Congdon,New Zealand,440
1977-08,Chris Old,England,442
1977-08,Clive Lloyd,West Indies,578
1977-08,David Lloyd,England,379
1977-08,Dennis Amiss,England,694
1977-08,Derek Randall,England,376
1977-08,Glenn Turner,New Zealand,641
1977-08,Gordon Greenidge,West Indies,401
1977-08,Greg Chappell,Australia,677
1977-08,Ian Chappell,Australia,624
1977-08,Keith Fletcher,England,637
1977-08,Majid Khan,Pakistan,564
1977-08,Vivian Richards,West Indies,584
1977-08,Zaheer Abbas,Pakistan,498
1977-09,Alvin Kallicharran,West Indies,580
1977-09,Bevan Congdon,New Zealand,440
1977-09,Chris Old,England,442
1977-09,Clive Lloyd,West Indies,578
1977-09,David Lloyd,England,379
1977-09,Dennis Amiss,England,694
1977-09,Derek Randall,England,376
1977-09,Glenn Turner,New Zealand,641
1977-09,Gordon Greenidge,West Indies,401
1977-09,Greg Chappell,Australia,677
1977-09,Ian Chappell,Australia,624
1977-09,Keith Fletcher,England,637
1977-09,Majid Khan,Pakistan,564
1977-09,Vivian Richards,West Indies,584
1977-09,Zaheer Abbas,Pakistan,498
1977-10,Alvin Kallicharran,West Indies,580
1977-10,Bevan Congdon,New Zealand,440
1977-10,Chris Old,England,442
1977-10,Clive Lloyd,West Indies,578
1977-10,David Lloyd,England,379
1977-10,Dennis Amiss,England,694
1977-10,Derek Randall,England,376
1977-10,Glenn Turner,New Zealand,641
1977-10,Gordon Greenidge,West Indies,401
1977-10,Greg Chappell,Australia,677
1977-10,Ian Chappell,Australia,624
1977-10,Keith Fletcher,England,637
1977-10,Majid Khan,Pakistan,564
1977-10,Vivian Richards,West Indies,584
1977-10,Zaheer Abbas,Pakistan,498
1977-11,Alvin Kallicharran,West Indies,580
1977-11,Bevan Congdon,New Zealand,440
1977-11,Chris Old,England,442
1977-11,Clive Lloyd,West Indies,578
1977-11,David Lloyd,England,379
1977-11,Dennis Amiss,England,694
1977-11,Derek Randall,England,376
1977-11,Glenn Turner,New Zealand,641
1977-11,Gordon Greenidge,West Indies,401
1977-11,Greg Chappell,Australia,677
1977-11,Ian Chappell,Australia,624
1977-11,Keith Fletcher,England,637
1977-11,Majid Khan,Pakistan,564
1977-11,Vivian Richards,West Indies,584
1977-11,Zaheer Abbas,Pakistan,498
1977-12,Alvin Kallicharran,West Indies,580
1977-12,Bevan Congdon,New Zealand,440
1977-12,Chris Old,England,442
1977-12,Clive Lloyd,West Indies,578
1977-12,David Lloyd,England,379
1977-12,Dennis Amiss,England,694
1977-12,Derek Randall,England,376
1977-12,Glenn Turner,New Zealand,641
1977-12,Gordon Greenidge,West Indies,401
1977-12,Greg Chappell,Australia,677
1977-12,Ian Chappell,Australia,624
1977-12,Keith Fletcher,England,637
1977-12,Majid Khan,Pakistan,564
1977-12,Vivian Richards,West Indies,584
1977-12,Zaheer Abbas,Pakistan,498
1978-01,Alvin Kallicharran,West Indies,580
1978-01,Bevan Congdon,New Zealand,440
1978-01,Chris Old,England,427
1978-01,Clive Lloyd,West Indies,578
1978-01,David Lloyd,England,375
1978-01,Derek Randall,England,474
1978-01,Glenn Turner,New Zealand,641
1978-01,Gordon Greenidge,West Indies,401
1978-01,Greg Chappell,Australia,677
1978-01,Ian Chappell,Australia,624
1978-01,Javed Miandad,Pakistan,394
1978-01,Keith Fletcher,England,630
1978-01,Majid Khan,Pakistan,558
1978-01,Vivian Richards,West Indies,584
1978-01,Zaheer Abbas,Pakistan,493
1978-02,Alvin Kallicharran,West Indies,580
1978-02,Bevan Congdon,New Zealand,440
1978-02,Chris Old,England,417
1978-02,Clive Lloyd,West Indies,578
1978-02,David Lloyd,England,373
1978-02,Derek Randall,England,503
1978-02,Glenn Turner,New Zealand,641
1978-02,Gordon Greenidge,West Indies,401
1978-02,Greg Chappell,Australia,677
1978-02,Ian Chappell,Australia,624
1978-02,Javed Miandad,Pakistan,429
1978-02,Keith Fletcher,England,627
1978-02,Majid Khan,Pakistan,556
1978-02,Vivian Richards,West Indies,584
1978-02,Zaheer Abbas,Pakistan,491
1978-03,Alvin Kallicharran,West Indies,578
1978-03,Bevan Congdon,New Zealand,440
1978-03,Chris Old,England,417
1978-03,Clive Lloyd,West Indies,575
1978-03,David Lloyd,England,373
1978-03,Derek Randall,England,503
1978-03,Glenn Turner,New Zealand,641
1978-03,Gordon Greenidge,West Indies,399
1978-03,Greg Chappell,Australia,674
